date,zone,ndvi_mean,ndvi_median,ndvi_std,ndvi_p25,ndvi_p75,ndvi_min,ndvi_max,height_mean_cm,height_median_cm,height_p25_cm,height_p75_cm,scene_key,valid_pixels,total_pixels,valid_fraction
6/7/2024,N,0.811411321,0.827652931,0.061934173,0.779048681,0.857929111,0.333686799,0.899031937,71.1411438,72.76528931,67.90486145,75.79291534,2024-06-07_7357564,59210,59210,1
6/9/2024,N,0.842142403,0.860439122,0.076561369,0.804055095,0.900068283,0.267873466,0.942963898,74.21424103,76.04391479,70.40550995,80.00682831,2024-06-09_7361014,59210,59210,1
6/10/2024,N,0.88284719,0.901031971,0.074370503,0.854276359,0.934969485,0.29131937,0.977147877,78.28471375,80.10319519,75.42763519,83.49694824,2024-06-10_7363064,59210,59210,1
6/11/2024,N,0.827366471,0.841495872,0.064741589,0.802474022,0.871999383,0.273620069,0.913425386,72.73664093,74.14958954,70.24740601,77.19993591,2024-06-11_7365492,59210,59210,1
6/12/2024,N,0.804346442,0.821368337,0.074748866,0.765722334,0.86181426,0.265069544,0.90445751,70.43464661,72.13682556,66.57223511,76.181427,2024-06-12_7367968,59210,59210,1
6/13/2024,N,0.828736424,0.848702669,0.078583561,0.784538925,0.890055776,0.263340861,0.944102287,72.87363434,74.87026978,68.45388794,79.00556946,2024-06-13_7370167,59210,59210,1
6/17/2024,N,0.862010956,0.87979722,0.073098741,0.834519684,0.911408782,0.281512588,0.966001213,76.20108795,77.97972107,73.45196533,81.14087677,2024-06-17_7379176,59210,59210,1
6/18/2024,N,0.854180276,0.871445775,0.07107687,0.826681852,0.902447939,0.247572809,0.952786505,75.41802979,77.14457703,72.66818237,80.24478912,2024-06-18_7381597,59210,59210,1
6/19/2024,N,0.814410627,0.829607725,0.066807821,0.784217834,0.863008499,0.260124952,0.910316765,71.4410553,72.96076965,68.42178345,76.30085754,2024-06-19_7384672,59210,59210,1
6/20/2024,N,0.797419846,0.813572645,0.074184723,0.762028396,0.850297928,0.255872518,0.914972305,69.74198914,71.35726929,66.20283508,75.02979279,2024-06-20_7386246,59210,59210,1
6/22/2024,N,0.683931947,0.693548441,0.056109581,0.65800482,0.722671688,0.243163645,0.794181526,58.39319229,59.35483932,55.80047989,62.26716614,2024-06-22_7390579,59210,59210,1
6/24/2024,N,0.5001176,0.497385204,0.041647434,0.475325674,0.521832824,0.23876971,0.761766434,40.01176453,39.73852158,37.53256607,42.18328094,2024-06-24_7396278,59210,59210,1
6/25/2024,N,0.460340112,0.45656395,0.039063614,0.437834114,0.478446901,0.215346083,0.736800671,36.03401184,35.65639496,33.78340912,37.84468842,2024-06-25_7398360,59210,59210,1
6/29/2024,N,0.314788699,0.305186033,0.046923004,0.283028841,0.336196333,0.171862796,0.635660648,21.4788723,20.51860428,18.30288506,23.61963272,2024-06-29_7407540,59210,59210,1
7/1/2024,N,0.354061872,0.34981817,0.04828186,0.321721822,0.379945278,0.16971609,0.59818393,25.40618706,24.98181534,22.17218399,27.99452972,2024-07-01_7411691,59210,59210,1
7/2/2024,N,0.387663871,0.382457912,0.064396583,0.34218657,0.426165372,0.161261663,0.654132009,28.76639175,28.24579048,24.21865845,32.616539,2024-07-02_7414109,59210,59210,1
7/4/2024,N,0.420045108,0.419240415,0.061765891,0.377870768,0.457882583,0.161040604,0.689897776,32.00451279,31.92403984,27.78707886,35.78826141,2024-07-04_7418638,59210,59210,1
7/5/2024,N,0.447580874,0.44894135,0.06118001,0.404497564,0.488125414,0.178015351,0.696883798,34.75808716,34.89413452,30.44975662,38.81254196,2024-07-05_7420691,59210,59210,1
7/6/2024,N,0.457569659,0.458834648,0.05800673,0.417251974,0.497472972,0.20436427,0.651336372,35.75695801,35.88346481,31.72519684,39.74729538,2024-07-06_7422882,59210,59210,1
7/8/2024,N,0.492454737,0.48956123,0.062463846,0.453722537,0.52826488,0.16771625,0.758084893,39.24547195,38.95612335,35.37225342,42.82648468,2024-07-08_7427210,59210,59210,1
7/9/2024,N,0.460304826,0.453854322,0.062183015,0.422026634,0.491976172,0.179937556,0.760255039,36.03047562,35.3854332,32.20266342,39.19761658,2024-07-09_7430069,59210,59210,1
7/10/2024,N,0.480792612,0.471272796,0.072829165,0.435330689,0.515084624,0.190009251,0.819015861,38.07926178,37.12728119,33.53306961,41.50846481,2024-07-10_7431841,59210,59210,1
7/11/2024,N,0.446391553,0.424729139,0.082994998,0.386734962,0.505159259,0.159666747,0.775049448,34.63916016,32.47291565,28.67349815,40.51592255,2024-07-11_7434557,59210,59210,1
7/20/2024,N,0.775220931,0.790928483,0.075496018,0.744660139,0.827924252,0.238228604,0.892245233,67.52209473,69.09284973,64.46601105,72.79242706,2024-07-20_7454174,59210,59210,1
7/21/2024,N,0.788349152,0.802131295,0.076423898,0.759309292,0.840765357,0.245547608,0.90210551,68.83490753,70.21312714,65.93092346,74.07653809,2024-07-21_7456283,59210,59210,1
7/22/2024,N,0.767463684,0.781132102,0.063507661,0.746302843,0.809614062,0.2502397,0.858120263,66.74636078,68.11321259,64.63028717,70.96141052,2024-07-22_7458650,59210,59210,1
7/26/2024,N,0.826435149,0.839327395,0.050308034,0.813937783,0.855503321,0.294067085,0.895472646,72.64351654,73.93273926,71.39378357,75.55033875,2024-07-26_7466222,59210,59210,1
7/29/2024,N,0.880289078,0.895472884,0.053431276,0.870586693,0.90885061,0.286294818,0.93963778,78.02890778,79.54728699,77.05867004,80.88506317,2024-07-29_7473334,59210,59210,1
7/30/2024,N,0.930062354,0.948318958,0.0601415,0.921387076,0.961322069,0.274485081,0.990363836,83.00623322,84.83189392,82.13870239,86.13220978,2024-07-30_7475555,59210,59210,1
7/31/2024,N,0.853279829,0.867259622,0.053334855,0.844011128,0.881292641,0.283060551,0.91364634,75.32798767,76.72596741,74.40111542,78.1292572,2024-07-31_7477481,59210,59210,1
8/1/2024,N,0.933252811,0.949010015,0.058152575,0.924430549,0.962184191,0.239553809,0.997612536,83.32527924,84.90100098,82.4430542,86.21841431,2024-08-01_7479900,59210,59210,1
8/2/2024,N,0.85676229,0.870538116,0.050581083,0.849318206,0.882409632,0.292798787,0.912292182,75.67623901,77.05381012,74.93182373,78.2409668,2024-08-02_7484265,59210,59210,1
8/6/2024,N,0.879097521,0.893585145,0.052815415,0.871459246,0.905725896,0.26293838,0.936556399,77.90975189,79.35852051,77.14592743,80.57258606,2024-08-06_7491213,59210,59210,1
8/7/2024,N,0.893983543,0.907760501,0.05207504,0.887121677,0.918980718,0.279598117,0.950103939,79.39835358,80.77605438,78.71216583,81.89807129,2024-08-07_7493010,59210,59210,1
8/10/2024,N,0.881007731,0.892995954,0.044448651,0.875126541,0.902137935,0.288250834,0.92826879,78.1007843,79.29959106,77.51265717,80.21379089,2024-08-10_7499709,59210,59210,1
8/16/2024,N,0.840471745,0.850795984,0.044660665,0.834678233,0.86096257,0.257927686,0.89951551,74.04718018,75.07959747,73.46782684,76.09626007,2024-08-16_7513076,59210,59210,1
8/20/2024,N,0.83427459,0.844588876,0.042824842,0.827809572,0.854852796,0.293480545,0.892799377,73.42745972,74.45888519,72.78096008,75.4852829,2024-08-20_7522654,59210,59210,1
8/21/2024,N,0.800006866,0.810451388,0.043887354,0.791615367,0.821887672,0.286572337,0.855376124,70.00069427,71.0451355,69.16153717,72.18876648,2024-08-21_7523630,59210,59210,1
8/26/2024,N,0.822951198,0.832956254,0.043935474,0.815055132,0.844801664,0.293511808,0.882915616,72.29512024,73.29562378,71.50551605,74.48016357,2024-08-26_7535191,59210,59210,1
8/27/2024,N,0.627793014,0.594462395,0.090138324,0.567428827,0.665019453,0.26491648,0.838163793,52.77929688,49.44623566,46.74288177,56.5019455,2024-08-27_7537855,59210,59210,1
8/28/2024,N,0.50723654,0.505376339,0.039317016,0.484615862,0.527193129,0.219195306,0.81965667,40.7236557,40.5376358,38.461586,42.71931458,2024-08-28_7539789,59210,59210,1
8/29/2024,N,0.470548838,0.468253016,0.038207162,0.449693441,0.488053024,0.227040842,0.79577738,37.05488205,36.82530212,34.96934509,38.80530167,2024-08-29_7542032,59210,59210,1
8/30/2024,N,0.457537323,0.45589447,0.036624882,0.438433319,0.473947406,0.22552608,0.777902842,35.75373077,35.58944702,33.84333038,37.39474106,2024-08-30_7545733,59210,59210,1
8/31/2024,N,0.454739451,0.453239322,0.039036792,0.432615876,0.474160254,0.226504982,0.792711616,35.47394562,35.32393265,33.26158905,37.41602707,2024-08-31_7546686,59210,59210,1
9/2/2024,N,0.420360535,0.418220848,0.047532368,0.392992437,0.445177794,0.206164092,0.749735296,32.0360527,31.82208633,29.29924393,34.5177803,2024-09-02_7552106,59210,59210,1
9/5/2024,N,0.485168815,0.489669979,0.071006365,0.446839064,0.528623581,0.184832036,0.724287987,38.51688004,38.96699905,34.68390656,42.86235809,2024-09-05_7558165,59210,59210,1
9/6/2024,N,0.540055513,0.546053529,0.072299138,0.502081275,0.588061571,0.19037202,0.743508458,44.00555038,44.60535049,40.20812607,48.80615616,2024-09-06_7560190,59210,59210,1
9/7/2024,N,0.586711764,0.594552875,0.074506395,0.549417496,0.636410415,0.199033365,0.780880749,48.6711731,49.45529175,44.94175339,53.6410408,2024-09-07_7562740,59210,59210,1
9/8/2024,N,0.625654995,0.634784579,0.072721362,0.588871121,0.674313426,0.205104485,0.803786635,52.56549835,53.47845459,48.88711166,57.43134308,2024-09-08_7564974,59210,59210,1
9/13/2024,N,0.79998672,0.809376001,0.057838563,0.78241688,0.83423233,0.222460136,0.900283217,69.99867249,70.93760681,68.24168396,73.42323303,2024-09-13_7576483,59210,59210,1
9/14/2024,N,0.817170262,0.825838923,0.053821664,0.800910115,0.849071681,0.26988396,0.902472854,71.71703339,72.58389282,70.09101105,74.90716553,2024-09-14_7578303,59210,59210,1
9/20/2024,N,0.846259892,0.857921243,0.052267339,0.836809456,0.874333262,0.301927209,0.914518297,74.62599182,75.79212952,73.68093872,77.43333435,2024-09-20_7589929,59210,59210,1
9/22/2024,N,0.852079749,0.86408639,0.051178526,0.844733536,0.878314376,0.278326094,0.91471988,75.20796967,76.408638,74.47335815,77.83144379,2024-09-22_7593436,59210,59210,1
9/25/2024,N,0.869951129,0.882833242,0.054988757,0.864614546,0.896421254,0.286033988,0.93659097,76.99511719,78.2833252,76.4614563,79.64212799,2024-09-25_7599456,59210,59210,1
9/26/2024,N,0.880246937,0.893620729,0.053516444,0.8746925,0.906656742,0.29913795,0.943309188,78.02470398,79.36207581,77.46925354,80.66567993,2024-09-26_7601671,59210,59210,1
9/27/2024,N,0.871781826,0.886132121,0.055501401,0.867615938,0.898844302,0.308371603,0.932300448,77.17817688,78.61322021,76.76159668,79.88442993,2024-09-27_7603397,59210,59210,1
9/28/2024,N,0.849770784,0.865384638,0.058337279,0.848022342,0.877133071,0.302708149,0.904890776,74.9770813,76.53846741,74.80223083,77.71331024,2024-09-28_7605351,59210,59210,1
10/1/2024,N,0.885068774,0.898939371,0.056510359,0.880406857,0.912387133,0.308116943,0.948920012,78.50688171,79.89393616,78.04068756,81.2387085,2024-10-01_7610983,59210,59210,1
10/3/2024,N,0.892300069,0.907407463,0.059913032,0.887979269,0.920380175,0.239010468,0.952099919,79.23000336,80.74074554,78.79792786,82.0380249,2024-10-03_7615508,59210,59210,1
10/4/2024,N,0.884659231,0.899123251,0.055221971,0.880448341,0.911094427,0.288055241,0.938051581,78.46591949,79.912323,78.04483032,81.10944366,2024-10-04_7616875,59210,59210,1
10/5/2024,N,0.870805204,0.88468188,0.056190573,0.864253759,0.898207366,0.273028374,0.934811413,77.08052063,78.46818542,76.42536926,79.82073975,2024-10-05_7618625,59210,59210,1
10/6/2024,N,0.905247211,0.918989241,0.055814251,0.899861574,0.931736827,0.252992451,0.97765559,80.52472687,81.89892578,79.98616028,83.17368317,2024-10-06_7620485,59210,59210,1
10/7/2024,N,0.887496769,0.902686238,0.059336413,0.88314563,0.916160762,0.274968117,0.94864589,78.74967957,80.26863098,78.31456757,81.61608124,2024-10-07_7622855,59210,59210,1
10/10/2024,N,0.870704591,0.885376096,0.056668144,0.866164088,0.897241414,0.264847487,0.928476393,77.07047272,78.53760529,76.6164093,79.72414398,2024-10-10_7625779,59210,59210,1
10/11/2024,N,0.849720716,0.861762822,0.052170716,0.844217658,0.874640763,0.296211243,0.908999979,74.97207642,76.17628479,74.42176056,77.46407318,2024-10-11_7627688,59210,59210,1
10/12/2024,N,0.84453243,0.857907236,0.053864535,0.839330554,0.870807648,0.263571709,0.903781116,74.45323944,75.79072571,73.93305969,77.08076477,2024-10-12_7629247,59210,59210,1
10/16/2024,N,0.890698552,0.904267371,0.055406947,0.885578215,0.91678077,0.282092273,0.94500953,79.06985474,80.42674255,78.55782318,81.67807007,2024-10-16_7637307,59210,59210,1
10/22/2024,N,0.74544096,0.753007472,0.051519021,0.734602273,0.77525723,0.271696448,0.813931286,64.54409027,65.30075073,63.46022797,67.52572632,2024-10-22_7648364,59210,59210,1
10/23/2024,N,0.756763041,0.763377547,0.049088053,0.745542228,0.785284758,0.243096665,0.822516084,65.67630768,66.3377533,64.55422211,68.5284729,2024-10-23_7652133,59210,59210,1
10/25/2024,N,0.815671861,0.824040592,0.054792892,0.803085387,0.84725678,0.254549444,0.88702774,71.56718445,72.40406036,70.30854034,74.72567749,2024-10-25_7654039,59210,59210,1
10/26/2024,N,0.805505335,0.815299571,0.058118254,0.793583274,0.838568151,0.26000002,0.878976226,70.55053711,71.529953,69.35832214,73.85681915,2024-10-26_7656193,59210,59210,1
10/30/2024,N,0.759351194,0.76503557,0.065478876,0.732972145,0.806490779,0.246543258,0.853731334,65.93511963,66.5035553,63.29721451,70.64907837,2024-10-30_7663246,59210,59210,1
11/4/2024,N,0.556859374,0.561755061,0.036872216,0.539641917,0.580452919,0.216846615,0.68688488,45.68593597,46.17550278,43.96419144,48.0452919,2024-11-04_7672369,59210,59210,1
11/9/2024,N,0.456124038,0.459192276,0.029800432,0.442519486,0.473657995,0.170542642,0.588631928,35.61240005,35.9192276,34.25194931,37.36579895,2024-11-09_7681557,59210,59210,1
11/11/2024,N,0.451236427,0.453440815,0.027234666,0.438663065,0.467000008,0.207063973,0.588576674,35.12364578,35.34407806,33.8663063,36.70000076,2024-11-11_7685168,59210,59210,1
11/14/2024,N,0.37819916,0.378320009,0.026497358,0.362457901,0.394861102,0.154785708,0.540405273,27.81991386,27.83200264,26.24579048,29.48611069,2024-11-14_7690449,59210,59210,1
11/18/2024,N,0.390915573,0.392311037,0.0316501,0.371878535,0.413333386,0.169318452,0.482993215,29.09155846,29.23110199,27.18785477,31.33333969,2024-11-18_7697348,59210,59210,1
11/19/2024,N,0.407042354,0.408395708,0.030768601,0.38914898,0.428255796,0.169927463,0.512293279,30.70423698,30.839571,28.91489792,32.8255806,2024-11-19_7699267,59210,59210,1
3/28/2023,SE,0.183847085,0.185969874,0.021402622,0.172502905,0.19778499,0.047642555,0.267472744,8.387562752,8.596986771,7.250289917,9.778499603,2023-03-28_6390560,37487,37487,1
4/6/2023,SE,0.198528349,0.202233553,0.028020276,0.185600966,0.216314673,0.040997464,0.304619491,9.85965538,10.22335434,8.560097694,11.63146687,2023-04-06_6413797,37487,37487,1
4/7/2023,SE,0.217792109,0.222163603,0.028709739,0.205632299,0.236363649,0.065386169,0.305219889,11.78088951,12.21636009,10.56323051,13.63636398,2023-04-07_6416505,37487,37487,1
4/9/2023,SE,0.236623123,0.241328403,0.033818141,0.222597152,0.257983416,0.075589053,0.341709793,13.66273022,14.13284111,12.25971603,15.79834175,2023-04-09_6422276,37487,37487,1
4/11/2023,SE,0.285121173,0.291514724,0.05005502,0.268624753,0.313298076,0.05631493,0.436020195,18.51315308,19.15147209,16.86247444,21.32980728,2023-04-11_6427025,37487,37487,1
4/14/2023,SE,0.365392178,0.377160966,0.076475687,0.343080163,0.407610267,0.076837182,0.579434931,26.53953171,27.71609497,24.30801582,30.76102638,2023-04-14_6434452,37487,37487,1
4/15/2023,SE,0.329853833,0.340030968,0.068371721,0.311117023,0.367203176,0.053696509,0.514518619,22.98637772,24.00309753,21.11170197,26.72031784,2023-04-15_6437077,37487,37487,1
4/16/2023,SE,0.388334095,0.402784944,0.082633696,0.368974328,0.432962656,0.087209277,0.584826171,28.83351135,30.27849579,26.89743042,33.29626465,2023-04-16_6439296,37487,37487,1
4/19/2023,SE,0.471240908,0.493198067,0.110475548,0.450130284,0.53259325,0.079596661,0.70062089,37.12429428,39.31980515,35.01303101,43.25933075,2023-04-19_6447517,37487,37487,1
4/23/2023,SE,0.531133056,0.553426623,0.124492742,0.507376313,0.599193513,0.069354855,0.792719722,43.11349869,45.34266281,40.73763275,49.91934967,2023-04-23_6455880,37487,37487,1
4/29/2023,SE,0.611857176,0.644884527,0.139503062,0.596644402,0.687335074,0.059301779,0.839022398,51.18616867,54.4884491,49.66444397,58.73350906,2023-04-29_6470104,37487,37487,1
4/30/2023,SE,0.640047491,0.675399661,0.141335636,0.631084979,0.715039611,0.095326416,0.853295803,54.00476074,57.53996277,53.10849762,61.50395966,2023-04-30_6473194,37485,37487,0.999946648
5/8/2023,SE,0.673822999,0.708014905,0.124236926,0.674005389,0.737967432,0.128468692,0.842983365,57.38230515,60.80149078,57.4005394,63.7967453,2023-05-08_6492697,37487,37487,1
5/9/2023,SE,0.650060773,0.681212842,0.120284736,0.644201994,0.713697433,0.096150264,0.822010636,55.00609207,58.12128448,54.42019653,61.36974335,2023-05-09_6495607,37487,37487,1
5/11/2023,SE,0.672900856,0.722157955,0.153087854,0.681043148,0.752720475,0.065866113,0.84871614,57.29017258,62.21579742,58.1043129,65.27204895,2023-05-11_6500673,37487,37487,1
5/19/2023,SE,0.723594666,0.801397026,0.201894477,0.736415088,0.827047288,0.055641446,0.886490643,62.36492538,70.13970184,63.64151001,72.70472717,2023-05-19_6519829,37487,37487,1
5/20/2023,SE,0.722985685,0.800450325,0.198516801,0.736586452,0.82487458,0.079078168,0.886498928,62.2990303,70.04502869,63.65864182,72.48745728,2023-05-20_6522569,37487,37487,1
5/22/2023,SE,0.71636188,0.793577194,0.200443283,0.737781763,0.817627668,0.065573752,0.868412435,61.63692856,69.35771942,63.77817917,71.76276398,2023-05-22_6526274,37487,37487,1
5/24/2023,SE,0.69179678,0.767875314,0.195336983,0.712770224,0.789679766,0.0642718,0.832546175,59.18419647,66.78752899,61.27702713,68.96797943,2023-05-24_6530812,37487,37487,1
5/26/2023,SE,0.740754426,0.82572192,0.217256784,0.772973895,0.847242057,0.008699363,0.89062494,64.10447693,72.57218933,67.29738617,74.72420502,2023-05-26_6535565,37487,37487,1
5/28/2023,SE,0.733209729,0.815907955,0.207734585,0.758607984,0.836782753,0.070255145,0.882166028,63.32281113,71.59079742,65.86079407,73.67826843,2023-05-28_6539990,37487,37487,1
5/29/2023,SE,0.7819857,0.869592845,0.224580884,0.824683547,0.888195097,0.04014682,0.927090585,68.22427368,76.95928192,72.46835327,78.81951141,2023-05-29_6542639,37487,37487,1
6/3/2023,SE,0.820775867,0.904197156,0.217021331,0.86448431,0.920627475,0.057293132,0.950427294,72.07915497,80.41971588,76.44843292,82.06275177,2023-06-03_6553618,37487,37487,1
6/9/2023,SE,0.772813559,0.849831462,0.199073836,0.814707875,0.865681767,0.048659787,0.89418453,67.2830658,74.98314667,71.47078705,76.56817627,2023-06-09_6566887,37487,37487,1
6/12/2023,SE,0.769248545,0.82923758,0.16171585,0.804740071,0.84182328,0.105011314,0.868574023,66.92485046,72.92375946,70.47400665,74.18232727,2023-06-12_6574216,37487,37487,1
6/13/2023,SE,0.816164315,0.885167539,0.181255445,0.859059215,0.897155643,0.09925025,0.922582328,71.61643219,78.51675415,75.90591431,79.71556091,2023-06-13_6578839,37487,37487,1
6/17/2023,SE,0.823434114,0.880103946,0.152072743,0.854528725,0.891475379,0.140359163,0.91977495,72.34342194,78.01039124,75.45287323,79.14753723,2023-06-17_6585276,37487,37487,1
6/18/2023,SE,0.811968386,0.867851019,0.14977476,0.844860613,0.878601432,0.141093865,0.907042265,71.19684601,76.78510284,74.4860611,77.86013794,2023-06-18_6587773,37487,37487,1
6/19/2023,SE,0.817533493,0.873592079,0.15072304,0.849764585,0.884434879,0.111285567,0.915986359,71.75334167,77.35920715,74.97645569,78.44348145,2023-06-19_6590000,37487,37487,1
6/22/2023,SE,0.826367497,0.874840319,0.131739572,0.845226288,0.888099611,0.147165686,0.915853977,72.63674927,77.48403168,74.52262878,78.80996704,2023-06-22_6597703,37487,37487,1
6/24/2023,SE,0.776837051,0.849036634,0.136994913,0.669581652,0.872143149,0.138371676,0.90769738,67.68370056,74.90366364,56.95816803,77.21430969,2023-06-24_6601411,37483,37487,0.999893296
6/27/2023,SE,0.462832987,0.452957898,0.057363454,0.433294475,0.482656628,0.129190356,0.744355142,36.28330231,35.29579163,33.3294487,38.26566315,2023-06-27_6608070,37487,37487,1
6/30/2023,SE,0.425854355,0.413992435,0.062312126,0.385084033,0.450293541,0.13856107,0.705688238,32.58543396,31.3992424,28.50840187,35.0293541,2023-06-30_6615016,37487,37487,1
7/2/2023,SE,0.479908496,0.467540711,0.095701419,0.411056429,0.53392756,0.197138652,0.826332629,37.99084854,36.75407028,31.10564423,43.3927536,2023-07-02_6619802,37487,37487,1
7/3/2023,SE,0.484414548,0.480174422,0.10001637,0.409411788,0.553793311,0.177233145,0.77473259,38.44144821,38.0174408,30.94117928,45.3793335,2023-07-03_6621833,37487,37487,1
7/4/2023,SE,0.577722788,0.581939161,0.108315319,0.500601709,0.657637119,0.220935434,0.835644603,47.77228165,48.19391632,40.06017303,55.76371384,2023-07-04_6624692,37487,37487,1
7/5/2023,SE,0.624424398,0.635852337,0.105830818,0.555663049,0.704333305,0.187358022,0.845412374,52.44244385,53.5852356,45.56630707,60.43333054,2023-07-05_6627101,37487,37487,1
7/6/2023,SE,0.676787376,0.69165045,0.099964112,0.616044104,0.752819538,0.229248345,0.855358064,57.67873383,59.16504669,51.60440826,65.2819519,2023-07-06_6629073,37487,37487,1
7/7/2023,SE,0.700561583,0.716945291,0.09653765,0.647966504,0.774292886,0.217193618,0.859144986,60.0561676,61.69452667,54.79664612,67.42929077,2023-07-07_6631224,37487,37487,1
7/8/2023,SE,0.742828965,0.760947227,0.085133091,0.702729106,0.805002689,0.247070149,0.883717358,64.28289032,66.09472656,60.27290726,70.50026703,2023-07-08_6633576,37487,37487,1
7/9/2023,SE,0.749584258,0.766300082,0.086163439,0.70789367,0.813793421,0.234411329,0.893805265,64.95842743,66.63000488,60.78936768,71.37934875,2023-07-09_6635586,37487,37487,1
7/11/2023,SE,0.787835538,0.803929389,0.071425147,0.759200811,0.836933672,0.253090739,0.887078285,68.78355408,70.39293671,65.92007446,73.693367,2023-07-11_6640267,37487,37487,1
7/13/2023,SE,0.829550862,0.847733736,0.064247116,0.813855231,0.86874342,0.276463866,0.905577958,72.95507813,74.77337646,71.38552094,76.87434387,2023-07-13_6645275,37487,37487,1
7/14/2023,SE,0.862904251,0.879513681,0.058865573,0.850185871,0.898117602,0.288284928,0.932591259,76.29042053,77.95137024,75.01858521,79.81175995,2023-07-14_6647880,37487,37487,1
7/15/2023,SE,0.839388788,0.855767608,0.05798012,0.828207493,0.872471809,0.264117151,0.90917325,73.93888855,75.57675934,72.820755,77.24717712,2023-07-15_6649831,37487,37487,1
7/16/2023,SE,0.851937234,0.869336188,0.061284039,0.84107089,0.887482882,0.267201364,0.923611045,75.19371796,76.93361664,74.10708618,78.74829102,2023-07-16_6651862,37487,37487,1
7/19/2023,SE,0.888597727,0.904002726,0.053301331,0.882474661,0.917258978,0.269963264,0.943424582,78.85977173,80.40027618,78.24746704,81.72589874,2023-07-19_6657477,37487,37487,1
7/20/2023,SE,0.851920724,0.863493621,0.043346465,0.846024156,0.875241816,0.290865779,0.900429428,75.19207001,76.34936523,74.60241699,77.52418518,2023-07-20_6659116,37487,37487,1
7/21/2023,SE,0.857512057,0.870742381,0.047121394,0.851980567,0.882413566,0.278030962,0.908859909,75.75120544,77.07424164,75.19805908,78.2413559,2023-07-21_6661599,37487,37487,1
7/22/2023,SE,0.84201324,0.855156064,0.04555922,0.838786483,0.865442872,0.311286598,0.893599093,74.20132446,75.51560974,73.87864685,76.54428101,2023-07-22_6663978,37487,37487,1
7/23/2023,SE,0.858070731,0.871399105,0.047220416,0.854608536,0.880930066,0.280935884,0.912673354,75.8070755,77.13990784,75.46084595,78.09300232,2023-07-23_6669942,37487,37487,1
7/25/2023,SE,0.86696583,0.881355882,0.047743697,0.862927318,0.891140223,0.284173816,0.917656302,76.69657898,78.1355896,76.29272461,79.1140213,2023-07-25_6670275,37487,37487,1
7/27/2023,SE,0.751837909,0.777349889,0.123265438,0.625217915,0.877748132,0.280147821,0.931675971,65.18379974,67.73498535,52.52179718,77.77481079,2023-07-27_6675628,37487,37487,1
7/28/2023,SE,0.509269774,0.50074482,0.047393713,0.483276665,0.523777902,0.21851182,0.826186419,40.92698288,40.07448196,38.32766724,42.37779236,2023-07-28_6677288,37487,37487,1
8/4/2023,SE,0.406623632,0.39266783,0.071666159,0.355300903,0.449309587,0.218208402,0.743051469,30.66236305,29.26678467,25.53009224,34.93095779,2023-08-04_6692596,37487,37487,1
8/5/2023,SE,0.477411747,0.473216265,0.071502753,0.429981172,0.520477831,0.230418801,0.736831903,37.74117279,37.32162476,32.99811554,42.0477829,2023-08-05_6694615,37487,37487,1
8/6/2023,SE,0.528020442,0.527717769,0.074218184,0.4803074,0.575687289,0.234298199,0.753119469,42.8020401,42.77177811,38.03073883,47.56872559,2023-08-06_6697546,37487,37487,1
8/7/2023,SE,0.592270136,0.594279468,0.073590182,0.545091748,0.645596743,0.257718146,0.772736788,49.22701645,49.427948,44.50917816,54.55966949,2023-08-07_6699914,37487,37487,1
8/9/2023,SE,0.73535049,0.747164309,0.068052597,0.70294714,0.783250272,0.282905251,0.863002956,63.53504562,64.71643066,60.29471207,68.32502747,2023-08-09_6702199,37487,37487,1
8/11/2023,SE,0.775575817,0.793417931,0.063021377,0.761193991,0.814959168,0.244452134,0.859104693,67.55757904,69.34179688,66.11940002,71.49591827,2023-08-11_6706583,37487,37487,1
8/13/2023,SE,0.847862303,0.868779063,0.063235603,0.839943767,0.883713245,0.255922616,0.918923378,74.78623199,76.8779068,73.99438477,78.37132263,2023-08-13_6710264,37487,37487,1
8/14/2023,SE,0.847976863,0.865290403,0.053535353,0.844048023,0.876553297,0.251962841,0.914116383,74.79768372,76.52903748,74.40480042,77.65533447,2023-08-14_6712256,37487,37487,1
8/15/2023,SE,0.83617115,0.855299056,0.057053614,0.830842853,0.866329789,0.266282529,0.89647603,73.61711121,75.52990723,73.08428955,76.63298035,2023-08-15_6716539,37483,37487,0.999893296
8/17/2023,SE,0.874553502,0.890126467,0.051224079,0.8707726,0.900059223,0.249828175,0.94900769,77.45536041,79.01264954,77.07726288,80.00592041,2023-08-17_6718459,37487,37487,1
8/18/2023,SE,0.815977573,0.83739078,0.062455066,0.798397303,0.855350375,0.328000009,0.885521889,71.5977478,73.73907471,69.83973694,75.53503418,2023-08-18_6720774,37487,37487,1
8/20/2023,SE,0.827371716,0.846977115,0.05410061,0.816342533,0.858993828,0.328264087,0.898295164,72.73718262,74.69770813,71.63425446,75.89938354,2023-08-20_6724815,37487,37487,1
8/26/2023,SE,0.86476481,0.877265096,0.043320991,0.861866176,0.885503531,0.264900655,0.909926176,76.47647858,77.72650909,76.18661499,78.550354,2023-08-26_6738125,37487,37487,1
8/28/2023,SE,0.898635387,0.909035981,0.038470421,0.896227121,0.916765332,0.319252938,0.943209171,79.86354065,80.90359497,79.62271881,81.67653656,2023-08-28_6739598,37487,37487,1
